rid,id,text,term,from,to,category,polarity
720418,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",NULL,0,0,SERVICE#GENERAL,positive
720418,720418:3,Everyone was more then happy with his choices.,NULL,0,0,SERVICE#GENERAL,positive
720418,720418:4,Great food and the prices are very reasonable.,food,6,10,FOOD#QUALITY,positive
720418,720418:4,Great food and the prices are very reasonable.,NULL,0,0,RESTAURANT#PRICES,positive
720620,720620:1,The food here does a great service to the name (Cantonese that is...).,food,4,8,FOOD#QUALITY,positive
720620,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,24,104,FOOD#QUALITY,positive
720620,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,5,9,FOOD#QUALITY,positive
720620,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,8,14,FOOD#QUALITY,positive
720620,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",Ow Ley Soh,61,71,FOOD#QUALITY,positive
720620,720620:5,Simply some good tasting Chinese food at incredible prices...,Chinese food,25,37,FOOD#QUALITY,positive
720620,720620:5,Simply some good tasting Chinese food at incredible prices...,Chinese food,25,37,FOOD#PRICES,positive
720620,720620:6,Service is not what you are coming here for...,Service,0,7,SERVICE#GENERAL,negative
720620,720620:8,Big Wong is a great place to eat and fill your stomach.,Big Wong,0,8,RESTAURANT#GENERAL,positive
735448,735448:1,"whoever the jazz duo was, they were on POINT.",jazz duo,12,20,AMBIENCE#GENERAL,positive
735448,735448:2,"good music, great food, speedy service affordable prices.",music,5,10,AMBIENCE#GENERAL,positive
735448,735448:2,"good music, great food, speedy service affordable prices.",food,18,22,FOOD#QUALITY,positive
735448,735448:2,"good music, great food, speedy service affordable prices.",service,31,38,SERVICE#GENERAL,positive
735448,735448:2,"good music, great food, speedy service affordable prices.",NULL,0,0,RESTAURANT#PRICES,positive
735448,735448:3,even the wine by the glass was good.,wine by the glass,9,26,DRINKS#QUALITY,positive
735448,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL,0,0,LOCATION#GENERAL,neutral
735448,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",NULL,0,0,RESTAURANT#GENERAL,positive
737999,737999:0,Consistently good Japanese Tapas.,Japanese Tapas,18,32,FOOD#QUALITY,positive
737999,737999:2,Always good drinks and service is pretty good;,drinks,12,18,DRINKS#QUALITY,positive
737999,737999:2,Always good drinks and service is pretty good;,service,23,30,SERVICE#GENERAL,positive
737999,737999:3,Atmosphere is nice and relaxed too...,Atmosphere,0,10,AMBIENCE#GENERAL,positive
737999,737999:4,A great place to meet up for some food and drinks...  ,place,8,13,RESTAURANT#MISCELLANEOUS,positive
737999,737999:5,Yakitori (bbq meats) is tasty too.,Yakitori (bbq meats),0,20,FOOD#QUALITY,positive
740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,41,45,FOOD#QUALITY,negative
740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",staff,58,63,SERVICE#GENERAL,negative
740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",sushi chef,70,80,RESTAURANT#MISCELLANEOUS,negative
740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,fish,21,25,FOOD#PRICES,negative
740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,fish,21,25,FOOD#QUALITY,negative
740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,NULL,0,0,RESTAURANT#GENERAL,negative
740923,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,chef,98,102,FOOD#QUALITY,negative
740923,740923:4,No thanks!!!,NULL,0,0,RESTAURANT#GENERAL,negative
744478,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",place,5,10,RESTAURANT#GENERAL,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",decor,9,14,AMBIENCE#GENERAL,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,93,97,FOOD#QUALITY,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",food,93,97,FOOD#PRICES,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",staff,134,139,SERVICE#GENERAL,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,212,223,AMBIENCE#GENERAL,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,212,223,LOCATION#GENERAL,positive
744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",Rice Avenue,212,223,RESTAURANT#PRICES,positive
746254,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,31,37,SERVICE#GENERAL,negative
746254,746254:1,We were then shooed inside.,NULL,0,0,SERVICE#GENERAL,negative
746254,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,87,93,SERVICE#GENERAL,negative
746254,746254:3,"We left, never to return.",NULL,0,0,RESTAURANT#GENERAL,negative
746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,66,70,FOOD#PRICES,negative
746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,90,100,SERVICE#GENERAL,negative
746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,160,167,SERVICE#GENERAL,negative
746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,173,183,SERVICE#GENERAL,negative
751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,91,98,SERVICE#GENERAL,negative
751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,117,121,FOOD#PRICES,negative
751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,117,121,FOOD#QUALITY,negative
754495,754495:2,The food is okay and the prices here are mediocre.,food,4,8,FOOD#QUALITY,neutral
754495,754495:2,The food is okay and the prices here are mediocre.,NULL,0,0,RESTAURANT#PRICES,neutral
757762,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,food,20,24,FOOD#QUALITY,positive
757762,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,decor,36,41,AMBIENCE#GENERAL,positive
757762,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,Baluchi's,0,9,RESTAURANT#PRICES,positive
757762,757762:1,The only problem is that the manager is a complete incompetent.,manager,29,36,SERVICE#GENERAL,negative
757762,757762:2,He offers subpar service and has no personality.,service,17,24,SERVICE#GENERAL,negative
757762,757762:3,"In fact, it appears he is going to go postal at any moment.",NULL,0,0,SERVICE#GENERAL,negative
757762,757762:5,There is no excuse for such lousy service!,service,34,41,SERVICE#GENERAL,negative
758263,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,55,61,FOOD#QUALITY,neutral
758263,758263:2,You can do it here.,NULL,0,0,FOOD#STYLE_OPTIONS,positive
758263,758263:3,$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,8,29,FOOD#PRICES,positive
759781,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,10,14,RESTAURANT#GENERAL,positive
759781,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",servers,12,19,SERVICE#GENERAL,positive
759781,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,4,8,AMBIENCE#GENERAL,positive
759781,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,35,42,SERVICE#GENERAL,positive
759781,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,61,65,FOOD#QUALITY,positive
759781,759781:5,Me and my girls will definitely go back.,NULL,0,0,RESTAURANT#GENERAL,positive
773720,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,0,4,FOOD#QUALITY,positive
773720,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,22,55,LOCATION#GENERAL,positive
773720,773720:1,I would highly recommand requesting a table by the window.,NULL,0,0,LOCATION#GENERAL,positive
773720,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,77,84,SERVICE#GENERAL,positive
773720,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,123,128,AMBIENCE#GENERAL,positive
872763,872763:1,The food is great.,food,4,8,FOOD#QUALITY,positive
872763,872763:2,Personal pans are the perfect size for those hungry nights.,Personal pans,0,13,FOOD#STYLE_OPTIONS,positive
872763,872763:3,I heartily recommend.,NULL,0,0,RESTAURANT#GENERAL,positive
872763,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,49,62,SERVICE#GENERAL,negative
872763,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,31,44,SERVICE#GENERAL,negative
875139,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,9,14,AMBIENCE#GENERAL,positive
875139,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,30,35,AMBIENCE#GENERAL,positive
875139,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,90,98,LOCATION#GENERAL,positive
875139,875139:1,The pizza was pretty good and huge.,pizza,4,9,FOOD#QUALITY,positive
875139,875139:1,The pizza was pretty good and huge.,pizza,4,9,FOOD#STYLE_OPTIONS,positive
875139,875139:2,The price very reasonable.,NULL,0,0,RESTAURANT#PRICES,positive
875139,875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,34,50,FOOD#STYLE_OPTIONS,positive
